Navn;Stasjon;Tid(norsk normaltid);Lufttemperatur;Nedbør (1 t)
Oslo - Blindern;SN18700;20.01.2018 10:00;-1,8;0
Oslo - Blindern;SN18700;20.01.2018 11:00;-1,9;0
Oslo - Blindern;SN18700;20.01.2018 12:00;-2,2;0
Oslo - Blindern;SN18700;20.01.2018 13:00;-2,2;0
Oslo - Blindern;SN18700;20.01.2018 14:00;-2,2;0
Oslo - Blindern;SN18700;20.01.2018 15:00;-2,4;0
Oslo - Blindern;SN18700;20.01.2018 16:00;-2,4;0
Oslo - Blindern;SN18700;20.01.2018 17:00;-2,6;0,5
Oslo - Blindern;SN18700;20.01.2018 18:00;-2,7;0,3
Oslo - Blindern;SN18700;20.01.2018 19:00;-2,6;0
Oslo - Blindern;SN18700;20.01.2018 20:00;-2,9;0,2
Oslo - Blindern;SN18700;20.01.2018 21:00;-2,9;0,3
Oslo - Blindern;SN18700;20.01.2018 22:00;-2,9;0,2
Oslo - Blindern;SN18700;20.01.2018 23:00;-2,8;0,1
Oslo - Blindern;SN18700;21.01.2018 00:00;-2,5;0
Oslo - Blindern;SN18700;21.01.2018 01:00;-2,4;0
Oslo - Blindern;SN18700;21.01.2018 02:00;-2,3;0
Oslo - Blindern;SN18700;21.01.2018 03:00;-2,2;0
Oslo - Blindern;SN18700;21.01.2018 04:00;-2,2;0
Oslo - Blindern;SN18700;21.01.2018 05:00;-2,1;0
Oslo - Blindern;SN18700;21.01.2018 06:00;-2,1;0
Oslo - Blindern;SN18700;21.01.2018 07:00;-2,2;0
Oslo - Blindern;SN18700;21.01.2018 08:00;-2,2;0
Oslo - Blindern;SN18700;21.01.2018 09:00;-2,4;0
Oslo - Blindern;SN18700;21.01.2018 10:00;-2,5;0
Oslo - Blindern;SN18700;21.01.2018 11:00;-2;0
Oslo - Blindern;SN18700;21.01.2018 12:00;-1,5;0
Oslo - Blindern;SN18700;21.01.2018 13:00;-1,1;0
Oslo - Blindern;SN18700;21.01.2018 14:00;-1,7;0
Oslo - Blindern;SN18700;21.01.2018 15:00;-2,2;0
Oslo - Blindern;SN18700;21.01.2018 16:00;-3,2;0
Oslo - Blindern;SN18700;21.01.2018 17:00;-5,1;0
Oslo - Blindern;SN18700;21.01.2018 18:00;-5,3;0
Oslo - Blindern;SN18700;21.01.2018 19:00;-4,7;0
Oslo - Blindern;SN18700;21.01.2018 20:00;-4,5;0
Oslo - Blindern;SN18700;21.01.2018 21:00;-3,9;0
Oslo - Blindern;SN18700;21.01.2018 22:00;-3,6;0
Oslo - Blindern;SN18700;21.01.2018 23:00;-3,6;0
Oslo - Blindern;SN18700;22.01.2018 00:00;-3,9;0
Oslo - Blindern;SN18700;22.01.2018 01:00;-3,7;0
Oslo - Blindern;SN18700;22.01.2018 02:00;-4,8;0
Oslo - Blindern;SN18700;22.01.2018 03:00;-5,7;0
Oslo - Blindern;SN18700;22.01.2018 04:00;-6,5;0
Oslo - Blindern;SN18700;22.01.2018 05:00;-6,8;0
Oslo - Blindern;SN18700;22.01.2018 06:00;-5,7;0
Oslo - Blindern;SN18700;22.01.2018 07:00;-5,3;0
Oslo - Blindern;SN18700;22.01.2018 08:00;-5;0
Oslo - Blindern;SN18700;22.01.2018 09:00;-4,7;0
Oslo - Blindern;SN18700;22.01.2018 10:00;-4,4;0
Oslo - Blindern;SN18700;22.01.2018 11:00;-4,4;0
Oslo - Blindern;SN18700;22.01.2018 12:00;-4,1;0
Oslo - Blindern;SN18700;22.01.2018 13:00;-4,2;0,1
Oslo - Blindern;SN18700;22.01.2018 14:00;-3,9;0,1
Oslo - Blindern;SN18700;22.01.2018 15:00;-3,8;0
Oslo - Blindern;SN18700;22.01.2018 16:00;-3,9;0
Oslo - Blindern;SN18700;22.01.2018 17:00;-4,2;0
Oslo - Blindern;SN18700;22.01.2018 18:00;-3,9;0
Oslo - Blindern;SN18700;22.01.2018 19:00;-3,7;0
Oslo - Blindern;SN18700;22.01.2018 20:00;-3,7;0
Oslo - Blindern;SN18700;22.01.2018 21:00;-3,6;0
Oslo - Blindern;SN18700;22.01.2018 22:00;-3,6;0
Oslo - Blindern;SN18700;22.01.2018 23:00;-3,5;0
Oslo - Blindern;SN18700;23.01.2018 00:00;-3,5;0
Oslo - Blindern;SN18700;23.01.2018 01:00;-3,3;0
Oslo - Blindern;SN18700;23.01.2018 02:00;-3,1;0
Oslo - Blindern;SN18700;23.01.2018 03:00;-3,1;0
Oslo - Blindern;SN18700;23.01.2018 04:00;-3,3;0
Oslo - Blindern;SN18700;23.01.2018 05:00;-3,4;0,1
Oslo - Blindern;SN18700;23.01.2018 06:00;-3,3;0,5
Oslo - Blindern;SN18700;23.01.2018 07:00;-3,3;1
Oslo - Blindern;SN18700;23.01.2018 08:00;-3;1,1
Oslo - Blindern;SN18700;23.01.2018 09:00;-2,6;0,6
Oslo - Blindern;SN18700;23.01.2018 10:00;-2,1;0,2
Oslo - Blindern;SN18700;23.01.2018 11:00;-1,2;0,5
Oslo - Blindern;SN18700;23.01.2018 12:00;-0,8;0,9
Oslo - Blindern;SN18700;23.01.2018 13:00;0,4;0,8
Oslo - Blindern;SN18700;23.01.2018 14:00;0,4;0,8
Oslo - Blindern;SN18700;23.01.2018 15:00;0,3;0,7
Oslo - Blindern;SN18700;23.01.2018 16:00;0,2;1
Oslo - Blindern;SN18700;23.01.2018 17:00;0,3;0,8
Oslo - Blindern;SN18700;23.01.2018 18:00;0,6;0,7
Oslo - Blindern;SN18700;23.01.2018 19:00;1;0,5
Oslo - Blindern;SN18700;23.01.2018 20:00;0,6;1
Oslo - Blindern;SN18700;23.01.2018 21:00;0,9;0,7
Oslo - Blindern;SN18700;23.01.2018 22:00;1;0,8
Oslo - Blindern;SN18700;23.01.2018 23:00;0,6;1,1
Oslo - Blindern;SN18700;24.01.2018 00:00;0,4;1,6
Oslo - Blindern;SN18700;24.01.2018 01:00;0,8;0,6
Oslo - Blindern;SN18700;24.01.2018 02:00;1,6;0,7
Oslo - Blindern;SN18700;24.01.2018 03:00;1,2;0,2
Oslo - Blindern;SN18700;24.01.2018 04:00;1,2;0,1
Oslo - Blindern;SN18700;24.01.2018 05:00;1,6;0
Oslo - Blindern;SN18700;24.01.2018 06:00;1,7;0
Oslo - Blindern;SN18700;24.01.2018 07:00;1,5;0
Oslo - Blindern;SN18700;24.01.2018 08:00;1,7;0
Oslo - Blindern;SN18700;24.01.2018 09:00;1,5;0
Oslo - Blindern;SN18700;24.01.2018 10:00;1,5;0
Oslo - Blindern;SN18700;24.01.2018 11:00;1,9;0
Oslo - Blindern;SN18700;24.01.2018 12:00;2,6;0
Oslo - Blindern;SN18700;24.01.2018 13:00;2,9;1,1
Oslo - Blindern;SN18700;24.01.2018 14:00;3,5;1,1
Oslo - Blindern;SN18700;24.01.2018 15:00;3,8;0,7
Oslo - Blindern;SN18700;24.01.2018 16:00;4;0,5
Oslo - Blindern;SN18700;24.01.2018 17:00;5,1;0,5
Oslo - Blindern;SN18700;24.01.2018 18:00;4,8;0
Oslo - Blindern;SN18700;24.01.2018 19:00;5;0
Oslo - Blindern;SN18700;24.01.2018 20:00;4,5;0
Oslo - Blindern;SN18700;24.01.2018 21:00;4,2;0
Oslo - Blindern;SN18700;24.01.2018 22:00;4,6;0
Oslo - Blindern;SN18700;24.01.2018 23:00;4,8;0
Oslo - Blindern;SN18700;25.01.2018 00:00;5;0
Oslo - Blindern;SN18700;25.01.2018 01:00;4,8;0
Oslo - Blindern;SN18700;25.01.2018 02:00;4,9;0
Oslo - Blindern;SN18700;25.01.2018 03:00;4,4;0
Oslo - Blindern;SN18700;25.01.2018 04:00;4;0
Oslo - Blindern;SN18700;25.01.2018 05:00;4,4;0
Oslo - Blindern;SN18700;25.01.2018 06:00;4,9;0
Oslo - Blindern;SN18700;25.01.2018 07:00;5,2;0
Oslo - Blindern;SN18700;25.01.2018 08:00;5,3;0
Oslo - Blindern;SN18700;25.01.2018 09:00;4;0
Oslo - Blindern;SN18700;25.01.2018 10:00;3,6;0
Oslo - Blindern;SN18700;25.01.2018 11:00;3,7;0
Oslo - Blindern;SN18700;25.01.2018 12:00;4,3;0
Oslo - Blindern;SN18700;25.01.2018 13:00;4,3;0
Oslo - Blindern;SN18700;25.01.2018 14:00;4;0
Oslo - Blindern;SN18700;25.01.2018 15:00;3,7;0
Oslo - Blindern;SN18700;25.01.2018 16:00;3,5;0
Oslo - Blindern;SN18700;25.01.2018 17:00;3,1;0
Oslo - Blindern;SN18700;25.01.2018 18:00;2,9;0
Oslo - Blindern;SN18700;25.01.2018 19:00;1,9;0
Oslo - Blindern;SN18700;25.01.2018 20:00;2,4;0
Oslo - Blindern;SN18700;25.01.2018 21:00;1,5;0
Oslo - Blindern;SN18700;25.01.2018 22:00;0,8;0
Oslo - Blindern;SN18700;25.01.2018 23:00;0,2;0
Oslo - Blindern;SN18700;26.01.2018 00:00;-0,1;0
Oslo - Blindern;SN18700;26.01.2018 01:00;-0,8;0
Oslo - Blindern;SN18700;26.01.2018 02:00;-1,1;0
Oslo - Blindern;SN18700;26.01.2018 03:00;-1,6;0
Oslo - Blindern;SN18700;26.01.2018 04:00;-0,7;0
Oslo - Blindern;SN18700;26.01.2018 05:00;-0,3;0
Oslo - Blindern;SN18700;26.01.2018 06:00;0,2;0
Oslo - Blindern;SN18700;26.01.2018 07:00;0,3;0
Oslo - Blindern;SN18700;26.01.2018 08:00;0;0
Oslo - Blindern;SN18700;26.01.2018 09:00;0;0
Oslo - Blindern;SN18700;26.01.2018 10:00;0;0
Oslo - Blindern;SN18700;26.01.2018 11:00;0;0
Oslo - Blindern;SN18700;26.01.2018 12:00;0,2;0
Oslo - Blindern;SN18700;26.01.2018 13:00;0,7;0
Oslo - Blindern;SN18700;26.01.2018 14:00;0,5;0
Oslo - Blindern;SN18700;26.01.2018 15:00;0;0
Oslo - Blindern;SN18700;26.01.2018 16:00;-0,1;0
Oslo - Blindern;SN18700;26.01.2018 17:00;-0,7;0
Oslo - Blindern;SN18700;26.01.2018 18:00;-1,1;0
Oslo - Blindern;SN18700;26.01.2018 19:00;-1,3;0
Oslo - Blindern;SN18700;26.01.2018 20:00;-1,3;0
Oslo - Blindern;SN18700;26.01.2018 21:00;-1,7;0
Oslo - Blindern;SN18700;26.01.2018 22:00;-1,9;0
Oslo - Blindern;SN18700;26.01.2018 23:00;-2,1;0
Oslo - Blindern;SN18700;27.01.2018 00:00;-2,5;0
Oslo - Blindern;SN18700;27.01.2018 01:00;-3;0
Oslo - Blindern;SN18700;27.01.2018 02:00;-3,3;0
Oslo - Blindern;SN18700;27.01.2018 03:00;-3,9;0
Oslo - Blindern;SN18700;27.01.2018 04:00;-4,5;0
Oslo - Blindern;SN18700;27.01.2018 05:00;-4,7;0
Oslo - Blindern;SN18700;27.01.2018 06:00;-5,1;0
Oslo - Blindern;SN18700;27.01.2018 07:00;-6,2;0
Oslo - Blindern;SN18700;27.01.2018 08:00;-5,7;0
Oslo - Blindern;SN18700;27.01.2018 09:00;-6,9;0
Oslo - Blindern;SN18700;27.01.2018 10:00;-7,1;0
Oslo - Blindern;SN18700;27.01.2018 11:00;-5,7;0
Oslo - Blindern;SN18700;27.01.2018 12:00;-4,9;0
Oslo - Blindern;SN18700;27.01.2018 13:00;-4,3;0
Oslo - Blindern;SN18700;27.01.2018 14:00;-4,3;0
Oslo - Blindern;SN18700;27.01.2018 15:00;-4,1;0
Oslo - Blindern;SN18700;27.01.2018 16:00;-4,7;0
Oslo - Blindern;SN18700;27.01.2018 17:00;-4,8;0
Oslo - Blindern;SN18700;27.01.2018 18:00;-3,8;0
Oslo - Blindern;SN18700;27.01.2018 19:00;-3,1;0,3
Oslo - Blindern;SN18700;27.01.2018 20:00;-1,1;0,7
Oslo - Blindern;SN18700;27.01.2018 21:00;-1;1,8
Oslo - Blindern;SN18700;27.01.2018 22:00;0,3;1,7
Oslo - Blindern;SN18700;27.01.2018 23:00;0,5;1
Oslo - Blindern;SN18700;28.01.2018 00:00;0,5;1
Oslo - Blindern;SN18700;28.01.2018 01:00;0,7;0,4
Oslo - Blindern;SN18700;28.01.2018 02:00;0,5;0,3
Oslo - Blindern;SN18700;28.01.2018 03:00;0,6;1
Oslo - Blindern;SN18700;28.01.2018 04:00;0,5;0
Oslo - Blindern;SN18700;28.01.2018 05:00;0,5;0
Oslo - Blindern;SN18700;28.01.2018 06:00;0,5;0,1
Oslo - Blindern;SN18700;28.01.2018 07:00;0,2;0,6
Oslo - Blindern;SN18700;28.01.2018 08:00;0,2;0,2
Oslo - Blindern;SN18700;28.01.2018 09:00;0,3;0
Oslo - Blindern;SN18700;28.01.2018 10:00;0,6;0,2
Oslo - Blindern;SN18700;28.01.2018 11:00;0,9;0,3
Oslo - Blindern;SN18700;28.01.2018 12:00;1;0
Oslo - Blindern;SN18700;28.01.2018 13:00;1,1;0
Oslo - Blindern;SN18700;28.01.2018 14:00;1;0
Oslo - Blindern;SN18700;28.01.2018 15:00;1;0
Oslo - Blindern;SN18700;28.01.2018 16:00;1,3;0
Oslo - Blindern;SN18700;28.01.2018 17:00;0,6;0
Oslo - Blindern;SN18700;28.01.2018 18:00;-0,2;0
Oslo - Blindern;SN18700;28.01.2018 19:00;-0,4;0
Oslo - Blindern;SN18700;28.01.2018 20:00;-0,9;0
Oslo - Blindern;SN18700;28.01.2018 21:00;-1,1;0
Oslo - Blindern;SN18700;28.01.2018 22:00;-1,2;0
Oslo - Blindern;SN18700;28.01.2018 23:00;-0,8;0
Oslo - Blindern;SN18700;29.01.2018 00:00;-1,6;0
Oslo - Blindern;SN18700;29.01.2018 01:00;-1,5;0
Oslo - Blindern;SN18700;29.01.2018 02:00;-2,2;0
Oslo - Blindern;SN18700;29.01.2018 03:00;-2,1;0
Oslo - Blindern;SN18700;29.01.2018 04:00;-2,3;0
Oslo - Blindern;SN18700;29.01.2018 05:00;-2,5;0
Oslo - Blindern;SN18700;29.01.2018 06:00;-2,8;0
Oslo - Blindern;SN18700;29.01.2018 07:00;-3,5;0
Oslo - Blindern;SN18700;29.01.2018 08:00;-3,4;0
Oslo - Blindern;SN18700;29.01.2018 09:00;-3,2;0
Oslo - Blindern;SN18700;29.01.2018 10:00;-2,5;0
Oslo - Blindern;SN18700;29.01.2018 11:00;-2;0
Oslo - Blindern;SN18700;29.01.2018 12:00;-1,5;0
Oslo - Blindern;SN18700;29.01.2018 13:00;-1;0
Oslo - Blindern;SN18700;29.01.2018 14:00;-0,7;0
Oslo - Blindern;SN18700;29.01.2018 15:00;-1;0
Oslo - Blindern;SN18700;29.01.2018 16:00;-1,5;0,3
Oslo - Blindern;SN18700;29.01.2018 17:00;-1,6;0,6
Oslo - Blindern;SN18700;29.01.2018 18:00;-1,8;0,9
Oslo - Blindern;SN18700;29.01.2018 19:00;-1,9;0,9
Oslo - Blindern;SN18700;29.01.2018 20:00;-1,8;0,1
Oslo - Blindern;SN18700;29.01.2018 21:00;-1,9;0,4
Oslo - Blindern;SN18700;29.01.2018 22:00;-2,5;0
Oslo - Blindern;SN18700;29.01.2018 23:00;-2;0,1
Oslo - Blindern;SN18700;30.01.2018 00:00;-2,9;0
Oslo - Blindern;SN18700;30.01.2018 01:00;-3;0
Oslo - Blindern;SN18700;30.01.2018 02:00;-3,8;0
Oslo - Blindern;SN18700;30.01.2018 03:00;-5;0
Oslo - Blindern;SN18700;30.01.2018 04:00;-5,7;0
Oslo - Blindern;SN18700;30.01.2018 05:00;-6,4;0
Oslo - Blindern;SN18700;30.01.2018 06:00;-6,6;0
Oslo - Blindern;SN18700;30.01.2018 07:00;-6,4;0
Oslo - Blindern;SN18700;30.01.2018 08:00;-5,9;0
Oslo - Blindern;SN18700;30.01.2018 09:00;-6,1;0
Oslo - Blindern;SN18700;30.01.2018 10:00;-4,7;0
Oslo - Blindern;SN18700;30.01.2018 11:00;-5,1;0
Oslo - Blindern;SN18700;30.01.2018 12:00;-4,1;0
Oslo - Blindern;SN18700;30.01.2018 13:00;-3,7;0
Oslo - Blindern;SN18700;30.01.2018 14:00;-3,9;0
Oslo - Blindern;SN18700;30.01.2018 15:00;-3,3;0
Oslo - Blindern;SN18700;30.01.2018 16:00;-4,2;0
Oslo - Blindern;SN18700;30.01.2018 17:00;-4,5;0
Oslo - Blindern;SN18700;30.01.2018 18:00;-4,6;0
Oslo - Blindern;SN18700;30.01.2018 19:00;-3,8;0
Oslo - Blindern;SN18700;30.01.2018 20:00;-3,2;0
Oslo - Blindern;SN18700;30.01.2018 21:00;-3;0,1
Oslo - Blindern;SN18700;30.01.2018 22:00;-2,6;0
Oslo - Blindern;SN18700;30.01.2018 23:00;-1,7;0
Oslo - Blindern;SN18700;31.01.2018 00:00;-1,3;0
Oslo - Blindern;SN18700;31.01.2018 01:00;-0,8;0
Oslo - Blindern;SN18700;31.01.2018 02:00;-0,5;0
Oslo - Blindern;SN18700;31.01.2018 03:00;0,2;0
Oslo - Blindern;SN18700;31.01.2018 04:00;0,8;0,2
Oslo - Blindern;SN18700;31.01.2018 05:00;0,9;0,7
Oslo - Blindern;SN18700;31.01.2018 06:00;1,7;0,5
Oslo - Blindern;SN18700;31.01.2018 07:00;2,1;0
Oslo - Blindern;SN18700;31.01.2018 08:00;2,1;0
Oslo - Blindern;SN18700;31.01.2018 09:00;1,7;0,1
Oslo - Blindern;SN18700;31.01.2018 10:00;1,1;0,5
Oslo - Blindern;SN18700;31.01.2018 11:00;1,1;0,5
Oslo - Blindern;SN18700;31.01.2018 12:00;1,1;1
Oslo - Blindern;SN18700;31.01.2018 13:00;1;1
Oslo - Blindern;SN18700;31.01.2018 14:00;1,6;0,1
Oslo - Blindern;SN18700;31.01.2018 15:00;1,2;0,3
Oslo - Blindern;SN18700;31.01.2018 16:00;1,3;0,1
Oslo - Blindern;SN18700;31.01.2018 17:00;1,1;0,4
Oslo - Blindern;SN18700;31.01.2018 18:00;0,8;0,6
Oslo - Blindern;SN18700;31.01.2018 19:00;0,6;1
Oslo - Blindern;SN18700;31.01.2018 20:00;0,5;1,1
Oslo - Blindern;SN18700;31.01.2018 21:00;0,8;1,1
Oslo - Blindern;SN18700;31.01.2018 22:00;0,5;1,3
Oslo - Blindern;SN18700;31.01.2018 23:00;0,6;1
Oslo - Blindern;SN18700;01.02.2018 00:00;1,2;0,6
Oslo - Blindern;SN18700;01.02.2018 01:00;1,4;1,5
Oslo - Blindern;SN18700;01.02.2018 02:00;1,6;0,3
Oslo - Blindern;SN18700;01.02.2018 03:00;1,1;0
Oslo - Blindern;SN18700;01.02.2018 04:00;1,1;0,1
Oslo - Blindern;SN18700;01.02.2018 05:00;0,8;0,2
Oslo - Blindern;SN18700;01.02.2018 06:00;0,4;0,3
Oslo - Blindern;SN18700;01.02.2018 07:00;0,3;0,2
Oslo - Blindern;SN18700;01.02.2018 08:00;0,3;0,3
Oslo - Blindern;SN18700;01.02.2018 09:00;0,3;0,6
Oslo - Blindern;SN18700;01.02.2018 10:00;0,5;0,5
Oslo - Blindern;SN18700;01.02.2018 11:00;1,3;0,1
Oslo - Blindern;SN18700;01.02.2018 12:00;1,3;0,2
Oslo - Blindern;SN18700;01.02.2018 13:00;1,7;0,3
Oslo - Blindern;SN18700;01.02.2018 14:00;1,7;0
Oslo - Blindern;SN18700;01.02.2018 15:00;1,5;0
Oslo - Blindern;SN18700;01.02.2018 16:00;1,4;0
Oslo - Blindern;SN18700;01.02.2018 17:00;1,5;0
Oslo - Blindern;SN18700;01.02.2018 18:00;1;0
Oslo - Blindern;SN18700;01.02.2018 19:00;1;0
Oslo - Blindern;SN18700;01.02.2018 20:00;0,3;0
Oslo - Blindern;SN18700;01.02.2018 21:00;0;0
Oslo - Blindern;SN18700;01.02.2018 22:00;-1,5;0
Oslo - Blindern;SN18700;01.02.2018 23:00;-2,6;0
Oslo - Blindern;SN18700;02.02.2018 00:00;-3,5;0
Oslo - Blindern;SN18700;02.02.2018 01:00;-3,8;0
Oslo - Blindern;SN18700;02.02.2018 02:00;-4,4;0
Oslo - Blindern;SN18700;02.02.2018 03:00;-5;0
Oslo - Blindern;SN18700;02.02.2018 04:00;-5,5;0
Oslo - Blindern;SN18700;02.02.2018 05:00;-5,5;0
Oslo - Blindern;SN18700;02.02.2018 06:00;-5,7;0
Oslo - Blindern;SN18700;02.02.2018 07:00;-6,4;0
Oslo - Blindern;SN18700;02.02.2018 08:00;-6,5;0
Oslo - Blindern;SN18700;02.02.2018 09:00;-7,4;0
Oslo - Blindern;SN18700;02.02.2018 10:00;-7,2;0
Oslo - Blindern;SN18700;02.02.2018 11:00;-6,4;0
Oslo - Blindern;SN18700;02.02.2018 12:00;-6;0
Oslo - Blindern;SN18700;02.02.2018 13:00;-5,4;0
Oslo - Blindern;SN18700;02.02.2018 14:00;-5;0
Oslo - Blindern;SN18700;02.02.2018 15:00;-5,1;0
Oslo - Blindern;SN18700;02.02.2018 16:00;-5,9;0
Oslo - Blindern;SN18700;02.02.2018 17:00;-7,1;0
Oslo - Blindern;SN18700;02.02.2018 18:00;-7,3;0
Oslo - Blindern;SN18700;02.02.2018 19:00;-8,2;0
Oslo - Blindern;SN18700;02.02.2018 20:00;-8,5;0
Oslo - Blindern;SN18700;02.02.2018 21:00;-7,9;0
Oslo - Blindern;SN18700;02.02.2018 22:00;-7,8;0
Oslo - Blindern;SN18700;02.02.2018 23:00;-8;0
Oslo - Blindern;SN18700;03.02.2018 00:00;-8;0
Oslo - Blindern;SN18700;03.02.2018 01:00;-7,8;0
Oslo - Blindern;SN18700;03.02.2018 02:00;-7,7;0
Oslo - Blindern;SN18700;03.02.2018 03:00;-7,6;0
Oslo - Blindern;SN18700;03.02.2018 04:00;-7,5;0
Oslo - Blindern;SN18700;03.02.2018 05:00;-7,3;0
Oslo - Blindern;SN18700;03.02.2018 06:00;-7,4;0
Oslo - Blindern;SN18700;03.02.2018 07:00;-7,5;0
Oslo - Blindern;SN18700;03.02.2018 08:00;-7,7;0,1
Oslo - Blindern;SN18700;03.02.2018 09:00;-7,6;0
Oslo - Blindern;SN18700;03.02.2018 10:00;-7,3;0
Oslo - Blindern;SN18700;03.02.2018 11:00;-6,8;0
Oslo - Blindern;SN18700;03.02.2018 12:00;-6,3;0
Oslo - Blindern;SN18700;03.02.2018 13:00;-5,8;0
Oslo - Blindern;SN18700;03.02.2018 14:00;-5,9;0
Oslo - Blindern;SN18700;03.02.2018 15:00;-6,4;0
Oslo - Blindern;SN18700;03.02.2018 16:00;-7;0
Oslo - Blindern;SN18700;03.02.2018 17:00;-7,3;0
Oslo - Blindern;SN18700;03.02.2018 18:00;-8;0,1
Oslo - Blindern;SN18700;03.02.2018 19:00;-8,4;0
Oslo - Blindern;SN18700;03.02.2018 20:00;-8,4;0
Oslo - Blindern;SN18700;03.02.2018 21:00;-7,9;0
Oslo - Blindern;SN18700;03.02.2018 22:00;-7,6;0
Oslo - Blindern;SN18700;03.02.2018 23:00;-8,3;0
Oslo - Blindern;SN18700;04.02.2018 00:00;-8,6;0
Oslo - Blindern;SN18700;04.02.2018 01:00;-8,3;0
Oslo - Blindern;SN18700;04.02.2018 02:00;-8,8;0
Oslo - Blindern;SN18700;04.02.2018 03:00;-9,1;0
Oslo - Blindern;SN18700;04.02.2018 04:00;-8,6;0
Oslo - Blindern;SN18700;04.02.2018 05:00;-8,6;0
Oslo - Blindern;SN18700;04.02.2018 06:00;-8,2;0
Oslo - Blindern;SN18700;04.02.2018 07:00;-8,3;0
Oslo - Blindern;SN18700;04.02.2018 08:00;-8,3;0
Oslo - Blindern;SN18700;04.02.2018 09:00;-8,3;0
Oslo - Blindern;SN18700;04.02.2018 10:00;-7,9;0
Oslo - Blindern;SN18700;04.02.2018 11:00;-7,1;0
Oslo - Blindern;SN18700;04.02.2018 12:00;-5,8;0
Oslo - Blindern;SN18700;04.02.2018 13:00;-5,3;0
Oslo - Blindern;SN18700;04.02.2018 14:00;-5;0
Oslo - Blindern;SN18700;04.02.2018 15:00;-5,6;0
Oslo - Blindern;SN18700;04.02.2018 16:00;-6,1;0
Oslo - Blindern;SN18700;04.02.2018 17:00;-7,3;0
Oslo - Blindern;SN18700;04.02.2018 18:00;-8,9;0
Oslo - Blindern;SN18700;04.02.2018 19:00;-10;0
Oslo - Blindern;SN18700;04.02.2018 20:00;-10,7;0
Oslo - Blindern;SN18700;04.02.2018 21:00;-11,5;0
Oslo - Blindern;SN18700;04.02.2018 22:00;-11,5;0
Oslo - Blindern;SN18700;04.02.2018 23:00;-12,1;0
Oslo - Blindern;SN18700;05.02.2018 00:00;-11,4;0
Oslo - Blindern;SN18700;05.02.2018 01:00;-11,5;0
Oslo - Blindern;SN18700;05.02.2018 02:00;-11,3;0
Oslo - Blindern;SN18700;05.02.2018 03:00;-11;0
Oslo - Blindern;SN18700;05.02.2018 04:00;-10,4;0
Oslo - Blindern;SN18700;05.02.2018 05:00;-9,9;0
Oslo - Blindern;SN18700;05.02.2018 06:00;-9,6;0
Oslo - Blindern;SN18700;05.02.2018 07:00;-9,5;0
Oslo - Blindern;SN18700;05.02.2018 08:00;-9,3;0
Oslo - Blindern;SN18700;05.02.2018 09:00;-9,1;0
Oslo - Blindern;SN18700;05.02.2018 10:00;-8,6;0
Oslo - Blindern;SN18700;05.02.2018 11:00;-7,7;0
Oslo - Blindern;SN18700;05.02.2018 12:00;-7,2;0
Oslo - Blindern;SN18700;05.02.2018 13:00;-6,6;0
Oslo - Blindern;SN18700;05.02.2018 14:00;-6,5;0
Oslo - Blindern;SN18700;05.02.2018 15:00;-6,5;0
Oslo - Blindern;SN18700;05.02.2018 16:00;-6,7;0
Oslo - Blindern;SN18700;05.02.2018 17:00;-6,9;0
Oslo - Blindern;SN18700;05.02.2018 18:00;-6,9;0
Oslo - Blindern;SN18700;05.02.2018 19:00;-6,8;0
Oslo - Blindern;SN18700;05.02.2018 20:00;-6,8;0
Oslo - Blindern;SN18700;05.02.2018 21:00;-6,6;0
Oslo - Blindern;SN18700;05.02.2018 22:00;-6,7;0
Oslo - Blindern;SN18700;05.02.2018 23:00;-6,5;0
Oslo - Blindern;SN18700;06.02.2018 00:00;-6,9;0
Oslo - Blindern;SN18700;06.02.2018 01:00;-6,7;0
Oslo - Blindern;SN18700;06.02.2018 02:00;-6,8;0
Oslo - Blindern;SN18700;06.02.2018 03:00;-6,7;0
Oslo - Blindern;SN18700;06.02.2018 04:00;-6,7;0
Oslo - Blindern;SN18700;06.02.2018 05:00;-6,5;0
Oslo - Blindern;SN18700;06.02.2018 06:00;-6,5;0
Oslo - Blindern;SN18700;06.02.2018 07:00;-6,3;0
Oslo - Blindern;SN18700;06.02.2018 08:00;-6,2;0
Oslo - Blindern;SN18700;06.02.2018 09:00;-5,7;0
Oslo - Blindern;SN18700;06.02.2018 10:00;-5;0
Oslo - Blindern;SN18700;06.02.2018 11:00;-4,5;0
Oslo - Blindern;SN18700;06.02.2018 12:00;-4,2;0
Oslo - Blindern;SN18700;06.02.2018 13:00;-4;0
Oslo - Blindern;SN18700;06.02.2018 14:00;-3,8;0
Oslo - Blindern;SN18700;06.02.2018 15:00;-4;0
Oslo - Blindern;SN18700;06.02.2018 16:00;-4,3;0
Oslo - Blindern;SN18700;06.02.2018 17:00;-4,5;0
Oslo - Blindern;SN18700;06.02.2018 18:00;-4,6;0
Oslo - Blindern;SN18700;06.02.2018 19:00;-4,6;0
Oslo - Blindern;SN18700;06.02.2018 20:00;-4,8;0
Oslo - Blindern;SN18700;06.02.2018 21:00;-4,8;0
Oslo - Blindern;SN18700;06.02.2018 22:00;-4,9;0
Oslo - Blindern;SN18700;06.02.2018 23:00;-4,7;0
Oslo - Blindern;SN18700;07.02.2018 00:00;-4,7;0
Oslo - Blindern;SN18700;07.02.2018 01:00;-4,8;0
